,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
166,“A televangelist has asked his followers to donate money so he can buy a $54m private jet.,"Jesus wants you to send me money—
Gospel truth, that’s what He said.
Sure, it sounds a little funny,
But you can’t take it with ya when you’re dead.

Pennies from Heaven ain’t nothin’ to Jesus,
And, baby, when He reigns, it pours.
Render unto Caesar what is Caesar’s,
But render unto me what is yours.

The Lord ain’t a loan shark—He spoke in my dreams:
Yeshua-siree! You’ll rake it in, He said,
Not like Old Egypt, with their pyramid schemes
That left poor Pharaoh in the red.

He told me to tell you to honor your mother
He told me to tell you to kill your brother
He told me to tell you to turn your cheek
And he told me the Earth, it will go to the meek

But mostly he wants you to get out your wallets,
You saints and you sinners, innkeepers and harlots,
Gold-girdled seraphs ensconced in effulgence,
Flip open your checkbooks—indulge my indulgence.

If Jesus didn’t want you to give me your dough
He’d show us a sign, like a burning receipt.
Do you see a sign? Oh? What’s that? No?
Then sign! (And make sure those zeroes are neat.)

The Lord ain’t Santa or the Easter Bunny;
Jesus wants you to send me money.
Give me your loaves and your fishes, he said,
And I shall multiply my bread!

Pennies from Heaven ain’t nothin’ to Jesus,
And, baby, when He reigns, it pours.
Render unto Caesar what is Caesar’s,
But render unto me what is yours.

Jesus wants you to send me money—
Gospel truth, that’s what He said.
Sure, it sounds a little funny,
But you can’t take it with ya when you’re dead.


",,,,,,90,1497
167,“A Tiny Screw Shows Why iPhonesWon’t Be ‘Assembled in U.S.A.’“,"Jill wants a job,
Jack wants one too,
But Apple wants
A little screw.
 
Here where the flag’s
Red, white and blue,
No factories make
A little screw.
 
But search in China:
In Zhengzhou
They’ll fabricate
A little screw.
 
Want full employment?
Here’s a clue:
Know how to make
A little screw.
 
More than a billion
(Going on two)
Chinese can thank
A little screw
 
For jobs that here
Aren’t coming through
For want of just
A little screw.
 
Jack and Jill wait
Till they turn blue.
Life’s bleak without
A little screw.
 

",,,,,,62,519
168,“A towering statue of Confederate General Robert E Lee will be removedas soon as possible from downtown Richmond…“Belgians want statue of genocidal King Leopold II removed”,"Lightly with Leopold, lightly with Lee;
Rope the high horses, let sunlight fall free:
See how they darken the heart of a town.
Take them down.
 
Lee fought a war for the right to keep slaves;
Leopold battened on Africa’s graves;
Blood’s on the stirrup and blood’s on the crown.
Take them down.
 

",,,,,,172,297
169,"“A turtle crashed through the windshield of a car on Interstate 95 near Port Orange, Florida. …What may surprise you though, is this bizarre accident has happened around here before.“","Hurtledy turtledy
Florida’s Interstate,
putting its motorists’
nerves to the test,
 
shatters their windshields with
testudinarious
missiles, which renders them
shell-shocked at best.
 

",Silly,,,,,183,187
170,"“A Waymo minivan also made an aggressive turn at a green light that we would have never taken.Another failed to go the requested location, dropping us off about a four-minute walk away.“","Heltery-skeltery
self-driving vehicles
will, though their prototypes
keep us entranced,
 
rattle our faith in their
practicability
till the technology’s
way mo’ advanced.
 

",Silly,,,,,186,174
171,"“Accidents happen every day, and the U.S. sees about 35,000 per year from lawn mowing alone.This leads to an average of 90 deaths per year from lawn mower accidents… people are more likelyto die from this than they are from many common fears, such as shark attacks and spider bites.“","Who knew they are so dangerous?
We thought they were our friends,
the pushing and the riding types.
Well, that’s how friendship ends.
 
You trust them and you go along,
no worry in your head.
Then suddenly, your ass is grass.
They mow you, and you’re dead!
 

",,,,,,283,260
172,"“According to [Philadelphia Public Health Dept.] officials, 53.8 percent of adults are fully vaccinated,and 69 percent of adults have gotten at least one dose.“More than half of the [USA’s] population has now received at least one dose of coronavirus vaccine,according to the latest data from the Centers for Disease Control and Prevention.” “You are not fully vaccinated until 2 weeks after the 2nd dose of a two-dose vaccine…”","Jabberty blabberty
Pundits love telling us
How vaccination is
Beating The Beast,
 
Winning the race by a
Supermajority:
“Most of our runners have
One leg at least.”
 

",Silly,,,,,428,168
173,"“Actor William Shatner expressed awe Wednesday after traveling to space on a Blue Origin rocket.‘What you have given me is the most profound experience I can imagine,’ Shatner told Blue Originand Amazon founder Jeff Bezos following the flight. “I’m so filled with emotion about what just happened.'“","Jeff proved, whatever crown you’ve won,
You still need one more factor:
To gild your Enterprise with sun,
You comp a brilliant actor.
 
",,,,,,299,136
174,“Adopt a Bison!,"These weeks I’ve found a lot to take advice on—
French cooking, dressing up as works of art—
But my decision’s to adopt a bison,
And so I’ve put one in my online cart.

At first perhaps I’ll be obliged to crate him
Until domestic rules are understood,
But very soon I plan to educate him
As any conscientious parent should.

With all these new accomplishments I’m learning
His eager mind will be profusely fed.
His tastes will be wide-ranging but discerning,
As suits a youthful, modern quadruped;

He’ll rate the art of Tin Tin and of Titian,
The words of Süsskind and of Dr. Seuss;
In politics he’ll take a poised position,
Not like some loud, opinionated moose.

The plan’s complete: I’m ready to adopt him—
Once this piano’s fixed for hooves, it’s done!
I know I’ll be delighted to have copped him.
Let me present: my highbrow bison son.


",,,,,,15,844
175,“Afghan President Ashraf Ghani reportedly fled Kabul with $169 million in cash“,"Trickery quickery,
Ghani the President
wasn’t suspected of
being a con
 
till they discovered he’d
opportunistically
grabbed all the cash and was
totally Ghan.
 

",Silly,,,,,79,163
176,"“After audience with the sun goddess, Japan’s emperor Akihito prepares to abdicate”","What did the Emperor say to the Sun Goddess?
No one else heard him so no one can tell;
No one else knows what ineffable languages
Passed in the grove as the long shadows fell.

All that we know is the words he expressed to us,
Standing before the Chrysanthemum Throne:
Prayers for a future serene and illustrious;
Prayers for us all, not one nation alone.

May we be granted a way to be happier;
May there be deities wishing us well!
What did the Sun Goddess say to the Emperor?
No one else heard her, so no one can tell.


",,,,,,83,524
177,"“After President Donald Trump suggested Finland has few wildfires because the nation spends a lot of time ‘raking and cleaning’ forest floors, many were confused. …Under the hashtag #haravointi (‘raking’), some Finns spent this weekend grabbing their gardening tools—with the more creative types picking up their vacuums and Roomba devices—and visiting the woods to document their public service.","Hoovering a Finnish forest,
As the flower of Finland do,
I observed a foreign tourist
Who had clearly not a clue.

“Sir,” he frowned, “what is your meaning,
If a stranger might inquire?”
I responded, “I am cleaning
To avoid the risk of fire.

“This commission is entrusted
To each able-bodied Finn;
For as long as woods are dusted,
Conflagrations can’t begin.

“It’s the safest sort of science,
Inexpensive and discreet;
Simply wield this small appliance,
And you halt excessive heat.

“Friend, it is a blest maneuver
Which the States should swiftly learn!
For without a timely hoover,
You’ll have nothing left to burn.”


",Topical/Witty/Wit-Wordplay,,,,,396,623
178,"“After the uproar when an ’emotional support peacock’ was banned from an [airplane], United Airlines has released a list of banned animals. The list includes hedgehogs, ferrets, insects, rodents, snakes, spiders, reptiles and ‘non-household birds.'","Long has the mobile public fought
Its scorn-belabored corner
For the emotional support
Supplied by other fauna.

It is not rabbit, dog, or cat
Alone that reassure us:
Help comes from hedgehog, vampire bat,
Baboon, and stegosaurus.

The benefits of this are big:
We know that now, so please,
Permit my ESP (that’s Pig)
His ESFs (that’s Fleas).


",,,,,,248,345
179,"“Ageing process is unstoppable, finds unprecedented study“","A new, unprecedented study
Has clarified what once was muddy:
Though creams may fool the odd beholder,
We must unstoppably get older.
 
The tab, when finally presented,
Was equally unprecedented,
And thus we find two truths, old buddies:
Age can’t be stopped, and nor can studies.
 

",,,,,,58,284
180,“AMAZING! More than one MILLION marchers for President Trump descend on the swamp in support“,"Once more, inanely, McEnany’s blundered.
Her claim: “More than one MILLION marchers” went.
In fact, eleven thousand and six hundred—
She only lied by 99%.
 
",,,,,,93,157
181,“Amazon is reportedly working on wearables that can read your emotions“,"I do not want my feelings read
By Bezos, Google, Cook, or Zuck.
The very thought fills me with dread.
Oops. Now they know. Wish me good luck.
 
",,,,,,71,144
182,"“Amazon plans to let people turn their dead loved ones’ voices into digital assistants, with the company promising the ability to ‘make the memories last’.“","I know you’re dead, but tell me, Dear,
that you are glad I called you here.
I’m needing—craving!—the sensation
that we’re still having conversation.
 
It’s wonderful to know that we
can talk and talk incessantly,
but that I can, should that get rough,
just state, “Alexa, that’s enough!”
 

",,,,,,156,291
